	cols_set	datapoints	normalize	oversample	drop_nan	train_set	test_set	model	tune_for	accuracy	bal_accuracy	precision	recall	f1	AUROC	params
0	wtf	150	True	minmax	True	112	38	svm	precision	0.8157894736842105	0.6875	0.42857142857142855	0.5	0.4615384615384615	0.6875	{'clf__C': 100, 'clf__gamma': 1, 'clf__kernel': 'rbf'}
1	wtf	150	True	minmax	True	112	38	svm	recall	0.5526315789473685	0.734375	0.2608695652173913	1.0	0.41379310344827586	0.734375	{'clf__C': 0.001, 'clf__gamma': 0.001, 'clf__kernel': 'rbf'}
2	wtf	150	True	minmax	True	112	38	svm	f1	0.7894736842105263	0.8072916666666667	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.8072916666666667	{'clf__C': 50, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'}
3	wtf	150	True	minmax	True	112	38	svm	balanced_accuracy	0.8157894736842105	0.7552083333333333	0.4444444444444444	0.6666666666666666	0.5333333333333333	0.7552083333333333	{'clf__C': 100, 'clf__gamma': 0.01, 'clf__kernel': 'rbf'}
4	wtf	150	True	minmax	True	112	38	svm	roc_auc	0.7894736842105263	0.8072916666666667	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.8072916666666667	{'clf__C': 50, 'clf__gamma': 0.01, 'clf__kernel': 'sigmoid'}
5	wtf	150	True	minmax	True	112	38	decision_tree	precision	0.7368421052631579	0.7760416666666667	0.35714285714285715	0.8333333333333334	0.5	0.7760416666666667	{'clf__criterion': 'entropy', 'clf__max_depth': 4, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 4, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
6	wtf	150	True	minmax	True	112	38	decision_tree	recall	0.5263157894736842	0.5833333333333333	0.2	0.6666666666666666	0.30769230769230765	0.5833333333333333	{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 2, 'clf__min_samples_split': 5, 'clf__splitter': 'random'}
7	wtf	150	True	minmax	True	112	38	decision_tree	f1	0.7631578947368421	0.7239583333333333	0.36363636363636365	0.6666666666666666	0.4705882352941177	0.7239583333333333	{'clf__criterion': 'entropy', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
8	wtf	150	True	minmax	True	112	38	decision_tree	balanced_accuracy	0.8157894736842105	0.6197916666666666	0.4	0.3333333333333333	0.3636363636363636	0.6197916666666666	{'clf__criterion': 'entropy', 'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 3, 'clf__min_samples_split': 5, 'clf__splitter': 'best'}
9	wtf	150	True	minmax	True	112	38	decision_tree	roc_auc	0.7894736842105263	0.8072916666666667	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.8072916666666667	{'clf__criterion': 'gini', 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 2, 'clf__splitter': 'best'}
10	wtf	150	True	minmax	True	112	38	random_forest	precision	0.8157894736842105	0.6197916666666666	0.4	0.3333333333333333	0.3636363636363636	0.6197916666666666	{'clf__bootstrap': True, 'clf__max_depth': 8, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
11	wtf	150	True	minmax	True	112	38	random_forest	recall	0.7894736842105263	0.8072916666666667	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.8072916666666667	{'clf__bootstrap': True, 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 100}
12	wtf	150	True	minmax	True	112	38	random_forest	f1	0.7894736842105263	0.8072916666666667	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.8072916666666667	{'clf__bootstrap': False, 'clf__max_depth': 2, 'clf__max_features': 'sqrt', 'clf__min_samples_leaf': 5, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
13	wtf	150	True	minmax	True	112	38	random_forest	balanced_accuracy	0.7894736842105263	0.8072916666666667	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.8072916666666667	{'clf__bootstrap': True, 'clf__max_depth': 2, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 2, 'clf__n_estimators': 10}
14	wtf	150	True	minmax	True	112	38	random_forest	roc_auc	0.7894736842105263	0.8072916666666667	0.4166666666666667	0.8333333333333334	0.5555555555555556	0.8072916666666667	{'clf__bootstrap': False, 'clf__max_depth': 50, 'clf__max_features': 'auto', 'clf__min_samples_leaf': 1, 'clf__min_samples_split': 6, 'clf__n_estimators': 10}
